SentPair1,SentPai2,SentPair3,SentPair4,Best,Worst
"['وعندما اقترحت هذا علنا، فقد أحدثت ضجةأخرى.', 'ها هي تدافع عن كذب الآباء علىأولادهم']","['أما أنا فقد أثبتت براءتي! لم يكن هناك أي تسرب لعينفي المكان كان بمنتهى الروعة', 'ولكن يجب عليك أن   حسناً، كل المباني كانت تسرب قبل هذا، لذا كان هذا']","['فهي لا تصور كل صغيرة وكبيرة تحصل بالقسم.', 'لكنني أستطيع سماع الصوت  ورؤية الكثير']","['أغلبية هذه المصاريف تدر أرباحا في النهاية.', 'اشترالكهرباء الصديقة للبيئة حيثما استطعت']",3,1
"['انها تحيط بنا في جميع الاوقات, تمام مثلالهواء الذي نتنفسه في هذه الغرفة.', 'وبعض الجزيمات الاولية تتفاعل مع هذه المادة  و تكتسب طاقة أثناء هذه العملية']","['كنت من مؤيدي الحرب على العراق.', 'كان رجلا سئذو سوابق عديده']","['التعبير مجازيا يعيش سراً في كل مكان حولنا.', 'نحننتلفظ ما يعادل ستة تعابير مجازية في الدقيقة تقريباً']","['من أين تأتي بأفكارك؟', 'في غرفة الطعام']",3,2
"['لا أريد أن أقوم بمثل هذا العمل و انا أعلمأنه سيتوقف بمجرد نزولي عن كرسيالرئاسة.""', 'إذن فقد كانت لدينا قيادة قوية،و رؤية واضحة و علْمٍ شاسع، و الكثير منالمحامين']","['و أول خط سريع للتلفون الأرضي اعتقد المبتكرون أنهسيستخدم ليستمع الناس بالعروض المباشرة من مسارحالغرب القصية', 'عندما ابتكرت شركات الهواتف المحمولةالرسائل النصية لم يكن لديهم أي فكرة لماذا ستستخدم']","['هذا خطأ غير مسؤول.', 'والأسوأ، أنه ممل']","['ولديه خاصية الجزيئات المحبة للماء ، و أطرافشمعية.', 'فيأتي الضباب و يبني على هذه الخاصيات']",2,1
"['وهذا ما أردت أن أثبته لكم اليوم.', 'هناكثلاثة أشياء أريد آن أفعلها']","['منذ سنوات عديدة، سأل الفيزيائي انريكو فيرمي، نظرًاللحقيقة المزعومة أن كوننا قد كان حولنا لفترة طويلة جدًاونحن نتوقع أن هناك العديد من الكواكب ضمن حدوده،كان ينبغي علينا العثور على أدلة لوجود الكائناتالفضائية الآن.', 'حسنًا، الحل الممكن الوحيد لمفارقةفيرمي هي أنه كلما أضحت الحضارات متقدمةتكنولوجيًا بما في الكفاية للنظر في العيش بين النجوم،يغيب عن بالها أهمية  المحافظة عم يعزز هذاالتقدم\xa0.']","['واحد منها -- وهو الأساسي -- أن الناس يحبون أنيتعرفوا على الأشياء.', 'نحن فضوليون  و نحن ببساطةنخرج و نجمع المعرفة  تعرفون؟']","['انها تجعل المنتج أقوى', 'فهي مجموعة مميزة منالأفكار']",3,2
"['نحن مهتمون بشاشات العرض الكبيرة.', 'أنتم لستم جزءًا من خطتنا الإستراتيجية']","['ولكنها كانت حركة ذكية.', 'حركة ذكية من قبل من؟']","['كنا أول من يدخل ويكتشف هذه الأشياء المجهولة.', 'وقد كنا خائفين بعض الشيئ لأن الأمر برمته كاناستكشافًا،']","['انت مدعو لمؤتمرات وسائل الاعلام.', 'اعطهم الاجهزةوقم بقياس مدى معرفتهم']",3,1
"['لا، ليس هذا تأثير بينوكيو.', 'هذا هو أثربينوكيو الحقيقي']","['لا، إنها في الواقع وجهين لنفس الهدف: فهي لفهموصيانة وتحسين الحياة في المستقبل.', 'لأن البيئاتالقاسية لعالمنا الخاص هي آفاق غريبة دخيلة.']","['لم يكونوا متأكّدين حقا.', 'وكل شئ كان مشكّكا فيه']","['في جميع أنحاء العالم إختلطت المناخات.', 'و الفقراءهم الذين تأثروا بصورة أسوأ']",3,1
"['عندما بدأنا في التفكير في هذا الموضوع , توقفنا عند هاتين المشكلتين.', 'ثم ادركنا انهناك طريقة لحل كلتا المشكلتين بنفس الحل']","['ربما تتساءلون كيف أتيت بفكرة تحويل الأشخاص إلىلوحات.', 'لكن هذا في الأصل، لم تكن له علاقةبالأشخاص أو الرسم']","['ما نريد، وما نطمح إليه، هو الرمز.', 'من الصعب جداًأن يحصل، بطبيعة الحال']","['أخبرتكم عن ثلاثة اشياء السنة الماضيه.', 'اخبرتكم أنإحصائيات العالم ليست متاحة بشكل جيد']",1,3
"['النظام الذي وجدناه فعالا في عكس أمراضالقلب والسرطان هو نظام آسيوي', 'ولكنالآسيويين بدؤوا يأكلون كما نأكل وهو السببوراء ظهور الأمراض لديهم كما هو الحاللدينا']","['آفاق المريخ تشبه صحاري عالمنا', 'أنظر إلى مدىهجرنا لصحاري كوكبنا.']","['لقد قمنا بالبحث', 'ولدينا العلاج الفعال الآن']","['و هي عبارة عن آلة تقوم بإرسال جسيمات حول قناة،في اتجاهات متعاكسة، بسرعة تقارب سرعة الضوء.', 'وكثيرا ما تتجه هذه الجسيمات باتجاه بعضها البعض،محدثة تصادما رأسيا مباشرا']",3,2
"['أنا حذرة جداً بكل ما يتعلق بالصوت.', '""لاتغلق الباب بعنف!""']","['رفع الاداء الاقتصادي لبلدهم وتطوير اداء الشركاتوالمقاولات', 'وتابع المسوول عن قطاع التعليم بروانداقائلا قرر المسوولون تطبيق اصلاحات شاملة وجذريةللنظام التعليمي للبلد وتوظيف خبرات']","['أماكن تستحق الإهتمام. و محددة جيدا.', 'إنهابالتأكيد غرفة في الهواء الطلق العام']","['أترككم مع تجربة فكرية أخيرة: مفارقة فيرمي.', 'إذاآمنّا حقًا بقدرتنا لتحمل بيئات المريخ الوعرة المعاديةللسكن البشري.']",1,3
"['كما قلت سابقاً هو ليس قتل شيء ما، بلتنمية شيء ما', 'أعتقد أنها أسئلة حولطريقة تفكيرنا بالطب في المستقبل']","[' إذا حدثت أمور سيئة ستقلص من احتمالية أن تصبحكارثية تماما', 'أفكاري لم تتبلور تماما إلا بعد شهرتقريبا']","['كيف؟ وبأي مقياس؟', 'لقد اخترت تصميم عمود']","['كان محكوماً علي بالإعدام مرتين، وكنت خائفاً جداً منالموت.', 'وكان يضحك دائماً، ويقول،  لا تقلق يا رجل،فإننا سننجو']",4,1
"['ما الذي تريدون تصويره؟ ', 'ما المحتوىالذي ترغبونه؟']","['لذاك أسرعت وقمت بمحاولة فتح جميع الأبواب والنوافذ،وكانت جميعها مقفلةً بإحكامٍ.', 'فكرت بطلب المساعدة منصانع الأقفال فعلى الأقل هاتفي الجوال معي، ولكن فيمنتصف الليل قد يأخذ وصوله بعض الوقت.']","['ا تزعج نفسك وتحاول أن تعرف اذا كانت 40 درجةمئوية أو فهرنهايت، 40 درجة تحت الصفر يعتبر نفسالشيء-- كان الجو باردا جدا.', 'قدت باتجاه منزلي،كان الوقت حينها منتصف الليل، في شتاء مونتريال،كنت في زيارة لصديقي جيف يسكن في الجانب الاخر. كان مقياس الحرارة الموجود على الشرفة الأمامية يشيرإلى 40 تحت الصفر.']","['عدد سكان نامبيبا هو ٢,١ مليون نسمة، لكنها فقطضعف مساحة كالفورنيا.', 'أنا من منطقة في أقصىالجزء الشمالي الغربي للبلاد']",1,4
"['الإبتكار هو نوع من الإيجاد اللحظي', 'الحقيقة هي أن معظم الإبداع هو تراكمي وتعاوني مثل ويكيبيديا تطورت خلال وقتطويل']","['الابن : أخبرني عن الحل يا والدي من فضلك', 'سوفاخبرك  تريث قليلا']","['يمكنك العودة إلى الأرض', 'تعود إلى حيث بدأت']","['في ذلك المستقبل أحذيتنا', 'لن تسبب تقرحات مجددًا']",2,4
"['الآن الخباز في لندن، ويرسل خبزه عبرفيدكس لكل أنحاء العالم.', 'الشئ الذيأعتاد المسوقون فعله هو صنع منتجاتمتوسطة لمتوسط الناس']","['أدرس احتمالية العثور على أماكن ممكنة.', 'يُمكنكمالقول أنني أبحث عن عقار في الفضاء.']","['غيّرت الذئاب من سلوك الأنهار.', 'بدأت في تغييرمسارها قليلاً']","['وهناك تساؤلين .. يدوران في خلدي الآن عن هذهالمشكلة', 'الاول هو هل المدن جزء من البيولوجيا ؟']",4,1
"['وليس كتعليمهم كيف يقودون دراجة.', 'ليسهناك منهاج لذلك']","['أعني، هل أتى بذلك مصمم ما؟', 'لا، لا أعتقد أنمصمما أتى بذلك،']","['يعتبر الكورتيزول ساما ويتسببُ فى تشويش التفكير', 'تذكروا، عندما تكونون تحت الضغط، يقوم المخ بإفرازهرمون الكورتيزول']","['كيف سينتهي بك المطاف عمل ذلك؟', 'واذا نحن فيبعض اللعب الجاد']",2,4
