SentPair1,SentPair2,SentPair3,SemPair4,Best,Worst
"['كل واحد يهدر وحدو سينون تعود فوضى', 'كيماﭬﺒﻴﻠﺔ عندك كنا كل نهدرو مع بعضانا']","['قالت له تسمى شعر بنتك موسخ', 'قالها علىبالي شريتلها الدواوات ڤاع']","['قلت لها إيه مع باباس من وقتاش', 'بالصح واقيلةفينالمون صح رايحة تخدم معاها']","['خديجة ڤالت لي كيما أك', 'جامي قريت و نا فرحان']",1,4
"['ڤالت لي والله ما على بالي', 'ڤالت لي كيما ريزووش نديرو باها']","['امبعد بينوم و كي آنا وكي خالد حابين مونوممونوم', 'ڤالت لك ملاحة كل واحد لي يحب يديروحدو يدير وحدو']","['أيوب تقرا أومبعد', 'راه عندي ﺗﭙﻲ']","['الله يعطيك الصحة كل وصفاتك روعة', 'يعطيك الفعافية ام وليد']",2,1
"['درك اني بديت في دومان باينة راح نكمل فيه', 'بصح تام تيعي تاع لماستار يحكي على الدومانأدا']","['صح', 'والله']","['كيما متلا بوتفليقة كامل يحبوه', 'تسمى ولا مشروع وشرعي']","['شكون ادوم', 'تاع الريزو']",1,2
"['لا نڤول لك وقتاه فاق كي مات خوه هو ولى رئيسالعشيرة', 'جا مالطاليان كان يقرا في الماريكان وامبعد راح لطاليان و مبعديكا جا للترك']","['ما تشوفش القرعة   القرعة هاديك تتعمر أميتباعو', 'لالا على بالي و تتعمر بخمسة و عشرينألف']","['الجمعة انا اني في الطريق', 'أسما اخطيني يزي بلاﺣﭭﺮة']","['بالاك غدوا نجيك بكري ﭘـويسك نقراو على الطناش ونص', 'نجوز نخلص و نركلامي أومبعد نجيك و نطلعولفاك']",1,3
"['كل يوم من التمانية للربعة تروح ميت للدار', 'القراية  تاعنا مليحة  بالصح الپروڨرام تاعهاشارجي']","['كاين أدا واكاين دعاء وحدوخر', 'تموت قبل مايجي هوا']","['بتلاتين ربعين أو كاين واحد الروايح صغار ڤاع قدهكا', 'نسيت أسم  الماركة تاعهم   معروفة بزاف فيفرنسا']","['أسمح لي خويا الله يسجيك', 'هاكي مدام ألبسيالطبلية هنا']",1,2
"['رانا معك خويا شمسو', 'شمسو وله غير عندكالحق']","['هكا انوعو كيما قال كمال', 'تحبي بزاف تبدليالألوان سليمة']","['كي قلتي لي قولي لها في اﻟﭙﻮرتابل شبعت ضحك', 'واحد الحكاية تغيض واحد نحا الدار ليماه و تزوج']","['يعطيك الصحة الفحله وصفة بنينه سريعه وخفيفة', 'صباح الفل اختي ام وليد يعطيك الصحة']",1,2
"['راني معاك شمسو حتى انا مانسوطيش', 'يعطيكالصحة برافو رانا معاك ربي يوفقك']","['قالت لهم عسي روحك ربعة و عشرين ساعة', 'شفتي من مور ربعة و عشرين ساعة يبان كلش']","['واسمها', 'البرج']","['انا نسيبورتي ريال هه', 'رانا معااكم شمسو انس']",2,3
"['شكون مريم', 'وين يخدم']","['راهي تمشي كيما البلاد', 'ليسانس رجعت 3 سنين']","['باش يفضح العبد كي كون يسجل فهمتي', 'كي كنتنسجل ما سمعت حتشي']","['تسمى اداتانا لازمو كدو', 'نورمال لبسة ولا حاجة']",4,2
"['شوفي نانا نانا لي متبعاتو خير منك', 'هي كيتوصل لقطة ملاحة و تنوض تسقسي']","['درك كل وحد و رايو', 'انا رايي أدا مشو پروف']","['هدي  ما لقاوهش كيفاش يا خويا كي تدخل لتم واشيصرالك واحد ما على باله', 'تجوز طيارة تطيح بابوريغرق بالصح قالك  كاين أوقات تطيح و أوقات يجوزنورمال']","['روعة و شحال يدير', 'وعلاه ما شريتيش واحد']",1,2
"['هاي ليك هادي تاع القصبة ما يعرفوها غير القدم', 'واعرة باش تصيبوها بالصح حوسو عليها باشتهدرو']","['ڤالي اتام تاعك مليح و كلش و غدوة نڤول لكاسكو نحكمك ولا لا', 'كان النهار اداكا لربعاڤالي غدوة نڤول لك آه ولا لا و لا كان لا وعلاه']","['كيفاه في ادارة', 'نشارك في ليكونكور']","['تسكن مع شيخها', 'ما عندهمش دار']",2,3
"['رجعلي قالي لالا پاسكو ما عندوش الوقت ويپريپاري في دوكتورا و راح يسوتني و كدا و ماعندوش الوقت', 'بعت له أنا ميساج قلت له موسيو مافهمتش وعلاش انسيستيت و انت على بالك بليعندك خدمة و ما تقدرش']","['روحي برك أ رؤى أو كاين لتاي', 'ﭬولي أ رؤىتعشيتوا عند خالتك ولا لا']","['صحا', 'ألو']","['وين في الماستار', 'إيه الماستار دو']",1,3
"['تشبهي لأسما', 'نقرا فرونسي']","['التون', 'بلاك']","['مالة اهدري ديريكتومون في الحاجة اللي تحبيتهدري عليها', 'وش من حاجة لازم الكل نحبو نحكيوفيها']","['هاه وعلاه يحبس وزين ڤد عزرين', 'أو لازم يجيبالسلعة باه يمشي لوزين']",3,1
"['فيديو روعة كلام موزون وكلاش في المضمون فوررخويا شمسو', 'اهه ياا ليزووم قااسح بزااف شمسووالله مانسوطيش']","['عرض إيه', 'أيا تهنيتو']","['قولتيلي لوسات زينب', 'لوسات لوسات ديسمبر']","['هاه صح بصح يخرج مع لاڢاست تيعي وسي', 'ماتخافيش ما نديهولكش أني نهدر برك']",1,2
"['و لخرى قالتلنا جيبولي كادر نحطو فيه البحوتتاعنا', 'و  دوك  واش عطاوكم خدمة واش عندكغدوا']","['ساهلين ڤاع يبانوا دوك نسييهم سيرتو هداكتاع الحلوى', 'هاهم ماما لي طيبتهم كامل جابتحطتهم هنا']","['إمالا اهدري ديريكتومون في الحاجة اللي تحبيتهدري عليها', 'واش من حاجة لازم الكل نحب نهدروفيها']","['والله غير صح في هاديك الدقيقة تتلفلي مع الخلعة ولوتراك صح', 'نشا الله ربي يسهلك و ربي يسهل لـﭭـاعلي ﻳجوزو الباك']",3,1
"['حطوه معاها مسكين', 'أفيشاو لزكزامان شفتوهم']","['أنا ﻧقولها عيشة أني مريضة و هي تقول روحيبرك', 'و انا ﻧقول واش بيها عيشة ماشي مالفةديرلي هكا']","['و كيما قلت لك واحد فيهم كان متربي في السيركيعرف كيفاش يصوطي على النار شاف مليح أومبعدسوطا خرج', 'اومبعد تفكر خوه قعد يروح و يجيأونديري يوري له كيفاش يسوطي حتى سوطا معاه خوهو هربو']","['بصح أ فريال ما تڤوديش بالنوار ديري بالبلون كاسيحاجة كيم أك', 'ياه أ بنتي أنعلي الشيطان و شكون لييڤود بالنوار مهبولة']",2,1
"['ڤال له هدا هو الجواب تيعك', 'ڤال له كي ضربتكوش حسيتي']","['وش ﻧﭭﻮلولو على الساعة', 'ﺑﭭﺪاه تلات ملاينهي']","['الشي أدا لي ﭬﺎعد يصرى جاي من العباد', 'لا حناولات عندنا التقافة تاع الحقد و الكره']","['مانسوطيش يعطيك صح شمسو', 'ربي يحفضكشمسو فيديو فالقمة']",2,1
"['ماشي هكا   ماشي قضية ديكونكور', 'واشمعناها سي سي اف؟  صح']","['هيا نكملو', 'رانا ولينا']","['هاه', 'وقتاه']","['قالت لي كيما ريزو واش نديرو بيها', 'صراحة أنا ريزوما نخممش فيها ڤاع']",4,2
"['الغذوة كيما رحت باه نشوف وش نشري له ﻟﭭﻴﺖكتاب يهدر على الإسلام بلوﻧڤلي', 'جاتني الهدرةتاع ولد عمي في ودني ﭬﻠﺖ نشريه سيرتو انه ﻟﭙﺮيتيعه مش غالي']","['مازالت عندك الدودة تاع اﻟﭙﻮرتابل', 'كي يكونالعبد فارغ شغل']","['كون غير يعدلوه برك', 'ديما كاين بروبلام عندنا']","['ﭬﺎعدين يسقسيو كيما كنا حنا قبل', 'ﭬالوا لي واحدلموديل ما فهمناهوش']",3,1
"['راني شريت شارجور ستاندار', 'حطيت فيه لاﭘوسموبليس']","['هيه , وعلاه ماعنديش البوابر يخرجوا يصيدوا', 'أنا نشوفها غير كي نعود مسافرة']","['رد بالك عندك كلمات ياسر بالفرنسيسة , واحد ما يقولدو مي تاع', 'عندي زوز سوايع ملي روحت ما قعدتشفتى فضت لاكونف عندي ياسر خدمة']","['ماما باه نميز', 'ياه عندك ﭘﻨﺎزة']",1,3
"['بالصح نورمال غدوة نتلقاو و تحكي لي كلش', 'يخي كنتي راح تحكي لي على مليك']","['فوور خويا شمسو توجوور', 'بزااف فور فور فورروعة']","['الفيدييو شابة بصح ماشي كيما شمسو', 'خاوة خاوةمن جزائر اختكم']","['إدا انت قبلتي بتضحية كيما هادي لازم هو تاني يكونراجل معاك و ما يخليكش', 'والله في تونس تقبل مرا إنوراجلها تكون عندو صاحبتو و ما تقبلش إنو يزوج عليها']",2,1
"['آه سايي أنا', 'آه وشيا لاكولور']","['قست النوار جاب فيها غير ليتاي الصغارماكاش كبار', 'نورمالمون تحت الحوايج في الشتاتشري تاي كبيرة']","['حتى في الأزمات آم عايشين خير منا', 'صح سليمةيخسبوها ساهلة يفيقوا كي يجربوا']","['شفتي أكي أعطيها لباباه العشية', 'ما تعطيها لوشتشوفي أمشي']",3,2
"['على واش', 'على العريس']","['رد بالك عندك كلمات بزاف بالفرنسيسة , واحدما يقول دو مي تاع', 'عندي زوج سوايع مليرحت ما قعدتش حتى خلاصت لا كونف عنديخدمة بزاف']","['رانا كامل مع شمسو ايه مانسوطيش', 'شمسو خويابكيتنا صغار كبار ربي معاك وشكرا']","['قليل خلاه درك عادوا كل نفسي نفسي', 'أنا نڨول ربييهدينا و يهديهم']",3,1
"['مرتو حتى اداوها للطبيب', 'قالت لي ماماأونسانت']","['خاطرماه أنا إيتوديونت و حابة نكمل قرايتي قبلالزواز', 'بصح عوايدنا و عوايد بابا ما تخليشالطفلة ﺗﭭﻮل رايها']","['أي ملاحة قانون', 'يقراها في البلاد']","['ما تراتيش', 'لازم تجري']",4,1
"['فالتريزور', 'إيه']","['مانسوطيش راني مع شمسو جوكار', 'منسوطيش راني فالدار هه']","['اسمحوا لي ، عندي پروبلام في الميكرو', 'سماح مرادوش من سوجي نحكيو فيه']","['والله ما على بالي أ زينب', 'أو ما عنديش كريدي لينيتيلخرا خمسميا']",2,1
